PROLIFIC_PID	Task	similarity_1	similarity_2	similarity_3	similarity_4	similarity_5	similarity_6	similarity_7	similarity_8	similarity_9	similarity_10	similarity_11	similarity_12	similarity_13	similarity_14	similarity_15	similarity_16	similarity_17	similarity_18	similarity_19
6392 14	CFA	0.5394604206085205	0.6163539886474609	0.703639030456543	0.5875197052955627	0.6113619208335876	0.46608397364616394	0.6559159755706787	0.6363999843597412	0.5144678950309753	0.6081748604774475	0.6466525197029114	0.5284438133239746	0.3694321811199188	0.41000890731811523	0.5347859859466553	0.7503469586372375	0.747964084148407	0.5123414993286133	0.3316062092781067
6392 15	CFA	0.5758989453315735	0.8093316555023193	0.5881202816963196	0.5437933802604675	0.5553499460220337	0.47215625643730164	0.6341381072998047	0.2710866332054138	0.49893811345100403	0.450423002243042	0.7523662447929382	0.5776238441467285	0.7311668395996094	0.5453895926475525	0.337630957365036	0.381233274936676	0.5769081115722656	0.6257570385932922	0.5700916051864624
6392 16	CFA	0.5970538854598999	0.3262306749820709	0.21524444222450256	0.24392470717430115	0.648567795753479	0.6846020221710205	0.6468910574913025	0.7040626406669617	0.8482752442359924	0.6472956538200378	0.8171639442443848	0.7051513195037842	0.8213909268379211	0.7723432183265686	0.6153185963630676	0.7689255475997925	0.7144134640693665	0.7534176111221313	0.793974757194519
6392 17	CFA	0.615420937538147	0.6711006164550781	0.6536722779273987	0.5426622629165649	0.5127339959144592	0.592401385307312	0.7244362831115723	0.6033893823623657	0.636813223361969	0.39454376697540283	0.5689490437507629	0.7722303867340088	0.5521822571754456	0.8687878251075745	0.7058035135269165	0.640298068523407	0.4737333655357361	0.4198859930038452	0.6117486357688904
6392 18	CFA	0.43873220682144165	0.5569344162940979	0.5060839056968689	0.6377885937690735	0.7055711150169373	0.8716890215873718	0.7366247177124023	0.7136170268058777	0.6928046345710754	0.6937071681022644	0.7394247055053711	0.9139262437820435	0.683735191822052	0.6979753971099854	0.979275643825531	0.9163076281547546	0.6003342866897583	0.5002384781837463	0.900242269039154
6392 19	CFA	0.33346644043922424	0.5042926669120789	0.41495004296302795	0.493994802236557	0.6160001158714294	0.5620041489601135	0.4312642216682434	0.37518376111984253	0.5820418000221252	0.5460640788078308	0.39905238151550293	0.42103663086891174	0.6207790374755859			0.5900061130523682	0.4557361304759979	0.5613077282905579	0.6065454483032227
6392 20	CFA	0.4494679570198059	0.5291905999183655	0.5564159154891968	0.46976378560066223	0.6988347172737122	0.5282547473907471	0.6041751503944397	0.3899518847465515	0.4223364591598511	0.5427192449569702	0.47356221079826355	0.39363574981689453	0.5274956226348877	0.3589959740638733	0.22962626814842224	0.7242192625999451	0.6406474113464355	0.3028116226196289	0.3376958966255188
6392 21	CFA	0.32226935029029846	0.7643749117851257	0.7158300876617432	0.64144366979599	0.7258145809173584	0.628585159778595	0.6596114039421082	0.6935188174247742	0.6124147772789001	0.6819093823432922	0.6670346260070801	0.5908608436584473	0.5725098848342896	0.579666018486023	0.24274949729442596	0.5471369624137878	0.4949522018432617	0.5926623344421387	0.4586004614830017
6392 22	CFA	0.5632548332214355	0.5364760160446167	0.6782026886940002	0.6258237361907959	0.7126370072364807	0.708851158618927	0.7139302492141724	0.694374680519104	0.7794310450553894	0.7135831117630005	0.7675524950027466	0.761737048625946	0.7675459980964661	0.7453237175941467	0.689701497554779	0.6799668669700623	0.7004941701889038	0.6581878662109375	0.7376910448074341
6392 23	CFA	0.39088261127471924	0.5762819647789001	0.48491817712783813	0.39328351616859436	0.48115092515945435	0.5602078437805176	0.28655874729156494	0.4872376024723053	0.6105877757072449	0.5312935709953308	0.3465108573436737	0.6896162629127502	0.651873767375946	0.5776103138923645	0.61965411901474	0.5974001884460449	0.571222186088562	0.5744988918304443	0.5596848726272583
6392 24	CFA	0.1443154215812683	0.770489513874054	0.7854107618331909	0.7546161413192749	0.8414958715438843	0.7320799827575684	0.7324594259262085	0.4664838910102844	0.3950849175453186			0.7082119584083557	0.7480926513671875	0.7679235339164734	0.7485137581825256	0.746327817440033	0.7945429086685181	0.758964478969574	0.6915631294250488
6392 25	CFA	0.4748891294002533	0.595023512840271	0.680766761302948	0.4967000186443329	0.6187288761138916	0.6853575706481934	0.6376067996025085	0.23384813964366913	0.5399294495582581	0.7354968786239624	0.6144142746925354	0.7255780696868896	0.33935341238975525	0.3191147446632385	0.7190248966217041	0.5413438081741333	0.4620566964149475	0.48634791374206543	0.583504855632782
6392 26	CFA	0.7787246704101562	0.5669345259666443	0.542615532875061	0.15321849286556244	0.06332605332136154	0.3806224763393402	0.39764466881752014	0.34532248973846436	0.7619886994361877	0.35328248143196106	0.5919302701950073	0.4663325548171997	0.16223080456256866	0.3355528712272644	0.5542279481887817	0.5704216957092285	0.5496624708175659	0.7459608316421509	0.7187933921813965
6392 27	CFA	0.5993596911430359	0.6380615234375	0.6156650185585022	0.5684306025505066	0.6284692883491516	0.7556538581848145	0.5264542102813721	0.503960132598877	0.6282925009727478	0.5583573579788208	0.6654103398323059	0.6194062232971191	0.6544675230979919	0.6061446666717529	0.6061058044433594	0.579522430896759	0.7269768118858337	0.783827006816864	0.5823573470115662
6392 28	CFA	0.536274790763855	0.66012042760849	0.6550116539001465	0.6625937223434448	0.6971489191055298	0.6887788772583008	0.6017002463340759	0.6645594239234924	0.6021276712417603	0.6309136152267456	0.6537767648696899	0.7130969166755676	0.6435202956199646	0.5851026773452759	0.7872045636177063	0.6790488958358765	0.6283205151557922	0.5317608118057251	0.7894918322563171
6392 29	CFA	0.5285608172416687	0.40972840785980225	0.441514253616333	0.6139253973960876	0.5687962174415588	0.47721269726753235	0.5733819007873535	0.7078977823257446	0.49388113617897034	0.6701173782348633	0.7257804870605469	0.47767356038093567	0.7394898533821106	0.38735926151275635	0.00426297914236784	0.14719372987747192	0.35875654220581055	0.29944753646850586	0.16435815393924713
6392 30	CFA	0.5524651408195496	0.4953839182853699	0.5183136463165283	0.44434860348701477	0.5283130407333374	0.45151424407958984	0.7706574201583862	0.7516400218009949	0.496067613363266	0.3950851559638977	0.4628655016422272	0.3524650037288666	0.4850846827030182	0.5036418437957764	0.4898335635662079	0.650407075881958	0.7653074860572815	0.5006359219551086	0.68727046251297
6392 32	CFA	0.658272385597229	0.5970261096954346	0.6714587807655334	0.7275064587593079	0.6258611083030701	0.5731971263885498	0.6971489191055298	0.7264065146446228	0.6645594239234924	0.4801929295063019	0.4176788032054901	0.38577425479888916	0.5681886672973633	0.359371542930603	0.5835767984390259	0.7130969166755676	0.5867704749107361	0.722383439540863	0.4798468351364136
6392 33	CFA	0.37773412466049194	0.6922948956489563	0.6554535031318665	0.5331141352653503	0.5001214146614075	0.36766403913497925	0.3309786319732666	0.3190271258354187	0.20599333941936493	0.4838309586048126	0.32353854179382324	0.6466052532196045	0.690015971660614	0.4014752209186554	0.63602215051651	0.3661671578884125	0.6524228453636169	0.73561692237854	0.6498087644577026
6392 34	CFA	0.5646529793739319	0.6434978246688843	0.5443007349967957	0.2887488305568695	0.29709145426750183	0.5029106140136719	0.5157337188720703	0.43710896372795105	0.6433807015419006	0.5482383966445923	0.6938267946243286	0.7108052968978882	0.6332767605781555	0.6733371615409851	0.5457084774971008	0.599651038646698	0.72681725025177	0.6383920311927795	0.6028304100036621
6392 35	CFA	0.6026632785797119	0.608505368232727	0.6673465967178345	0.7199234366416931	0.772394061088562	0.5777434706687927	0.618189811706543	0.6647062301635742	0.5020473003387451	0.5499299764633179	0.6839016079902649	0.6090103983879089	0.41410622000694275			0.6022524237632751	0.5991057753562927	0.6908919811248779	0.288221538066864
6392 36	CFA	0.43778783082962036	0.4290102422237396	0.3836975693702698	0.4409825801849365	0.4954226016998291	0.34065771102905273	0.5014186501502991					0.604689359664917	0.3861481249332428	0.4614623188972473	0.4195210933685303	0.40971639752388	0.31311628222465515	0.316127210855484	0.24988414347171783
6392 37	CFA	0.44049006700515747	0.4493739902973175	0.7761595845222473	0.6006380915641785	0.832879364490509	0.6139222979545593	0.6038075089454651	0.5870339870452881	0.5780276656150818	0.6820353269577026	0.5290524363517761	0.5228350758552551	0.5760558843612671	0.6025683283805847	0.3881974518299103	0.6708088517189026	0.522537350654602	0.7723082900047302	0.5823183655738831
6392 38	CFA	0.6630839705467224	0.605050265789032	0.6483680009841919	0.5287062525749207	0.6172066926956177	0.6285325288772583	0.6484975814819336						0.7331858277320862	0.6815117001533508	0.2120528519153595	0.1858024150133133	0.7537530660629272	0.5447527170181274	0.6733353734016418
6392 40	CFA	0.7173669934272766	0.7756865620613098	0.6271360516548157	0.4992403984069824	0.4207231402397156	0.47654086351394653	0.6964300274848938	0.6182477474212646	0.5507432222366333	0.6225119829177856	0.5601533651351929	0.6077461242675781	0.6801031231880188	0.4752770662307739	0.8308568000793457	0.6349823474884033	0.5575438141822815	0.5654904246330261	0.41753941774368286
6392 41	CFA	0.7534493207931519	0.6571252942085266	0.6796393394470215	0.6007863283157349	0.6385877728462219	0.718847393989563	0.5512831807136536	0.5519054532051086	0.7473841905593872	0.559131383895874	0.6687997579574585	0.5888411402702332	0.480721116065979	0.48525679111480713	0.7714815139770508	0.6317592263221741	0.7155927419662476	0.47558823227882385	0.7997424006462097
6392 42	CFA					0.4015007019042969	0.5590319037437439	0.4692777693271637	0.4842938184738159	0.7776718735694885	0.5393453240394592	0.5908070206642151	0.597432553768158	0.5361625552177429	0.6282232403755188	0.6158649325370789	0.6037095189094543	0.7052657604217529	0.5901815891265869	0.10330124199390411
6392 43	CFA	0.5024691820144653	0.7213884592056274	0.5277138352394104	0.23199471831321716	0.320569783449173	0.6490431427955627	0.6595207452774048	0.5886819958686829	0.5486083030700684	0.509539008140564	0.3981636166572571	0.5020473003387451	0.6613186597824097	0.6209583878517151	0.7091975808143616	0.621707558631897	0.5511105060577393	0.618189811706543	0.5386344790458679
6392 44	CFA	0.535890519618988	0.6476285457611084	0.6020880937576294	0.6320447325706482	0.48089271783828735	0.6507652401924133	0.625845193862915	0.6945108771324158	0.6613086462020874	0.5922223329544067	0.597567617893219	0.725345253944397	0.7496258616447449	0.5843388438224792	0.5892328023910522	0.637717068195343	0.6022806167602539	0.6471026539802551	0.5506595969200134
6392 45	CFA	0.21229670941829681	0.3179095685482025	0.4059497117996216	0.5271199345588684	0.4652480483055115	0.6199522018432617	0.5312198996543884	0.5746949911117554	0.36717450618743896	0.4446767568588257	0.316364049911499	0.5858588218688965	0.34719911217689514	0.6169309020042419	0.2885249853134155	0.559080183506012	0.5122010111808777	0.20217552781105042	0.40941762924194336
6392 46	CFA		0.5579684376716614	0.5749983191490173			0.6513992547988892	0.36450880765914917	0.5404578447341919	0.3389104902744293	0.24827918410301208	0.617214560508728	0.611759603023529			0.556459367275238	0.4385972321033478	0.42316198348999023	0.3942289352416992	0.48501724004745483
6392 47	CFA	0.6990180611610413	0.727110743522644	0.6836673617362976	0.577527642250061	0.548797607421875	0.5793991088867188	0.570961594581604	0.47129926085472107	0.6451069116592407	0.6743793487548828	0.6664626598358154	0.6012365221977234	0.4754674434661865	0.670088529586792	0.6684583425521851	0.6125331521034241	0.8140534162521362	0.7190610766410828	0.5184354782104492
6392 48	CFA	0.6785721182823181	0.7360920310020447	0.6434523463249207	0.7189086079597473	0.6477285027503967	0.5711725950241089	0.6433256268501282	0.622616171836853	0.5628416538238525	0.48646003007888794	0.5419687628746033	0.5248003005981445	0.3623673617839813	0.6147229075431824	0.8230035901069641	0.7173472046852112	0.5763757228851318	0.7101017832756042	0.5163888335227966
6392 49	CFA	0.7204726338386536	0.6573389172554016	0.7493380308151245	0.738641619682312	0.6849803328514099	0.6575393080711365	0.7317103743553162	0.6493576765060425	0.76947420835495	0.49814215302467346	0.6407169699668884	0.8232410550117493	0.6630775332450867	0.5459213256835938	0.7089993953704834	0.572127640247345	0.6864397525787354	0.6415345072746277	0.7889336943626404
6392 50	CFA	0.5333285927772522			0.6365705728530884	0.40225949883461	0.47291070222854614	0.31802383065223694	0.3587013781070709	0.6546367406845093	0.3509465754032135	0.26586470007896423	0.3738117814064026	0.4046650826931	0.453239381313324	0.5321998596191406	0.2659568190574646	0.43146955966949463	0.6321720480918884	0.34863367676734924
6392 51	CFA	0.4581587314605713	0.5256392359733582	0.35458117723464966	0.5652192234992981	0.5610776543617249	0.3697408139705658	0.6215823292732239	0.44950032234191895	0.1888195276260376	0.42365384101867676	0.57729572057724	0.4838499128818512	0.5620241761207581	0.7147979140281677	0.4596302807331085	0.27518191933631897	0.343886137008667	0.3693445920944214	0.6668668389320374
6392 52	CFA	0.5404732823371887	0.3674975335597992	0.5022421479225159	0.7036399841308594	0.6903500556945801	0.7158300876617432	0.5105249881744385	0.5453303456306458	0.593899130821228	0.7188951969146729	0.6270496249198914	0.6670346260070801	0.644127368927002	0.5244779586791992	0.49124225974082947	0.455654501914978	0.7282556295394897		
6392 53	CFA	0.60269695520401	0.6274682283401489	0.8413787484169006	0.65883469581604	0.6212229132652283	0.8044413328170776	0.7512666583061218	0.7252183556556702	0.5942257642745972	0.50052410364151	0.6115564703941345	0.4452376067638397	0.47760167717933655	0.47904112935066223	0.5703838467597961	0.5044078826904297	0.4817245304584503	0.6880896687507629	0.6534910202026367
6392 54	CFA	0.6406494975090027	0.5302674174308777	0.6212748885154724	0.5785937905311584	0.5991506576538086	0.5640575885772705	0.7193902730941772	0.6913031935691833	0.6644237041473389	0.5721844434738159	0.7038753628730774	0.5827017426490784	0.3937605023384094	0.7015883922576904	0.6197801828384399	0.60516756772995	0.7064386010169983	0.606553316116333	0.62726229429245
6392 55	CFA	0.6371684670448303	0.40597155690193176	0.4985145032405853	0.6951932907104492	0.30711397528648376	0.6367313861846924	0.7278566360473633	0.5254267454147339	0.13820809125900269	0.08611718565225601	0.7036399841308594	0.629313051700592	0.6317541003227234	0.32631930708885193	0.4838874340057373	0.6806293725967407	0.6727004647254944	0.45129117369651794	0.31317606568336487
6392 57	CFA	0.5219811797142029	0.2718345522880554	0.49159348011016846	0.43484923243522644	0.828832745552063	0.8021051287651062	0.7245593667030334	0.48953935503959656	0.4636029601097107	0.138985738158226	0.08883418142795563	0.5559404492378235	0.26088598370552063	0.26586470007896423	0.45207875967025757	0.42671191692352295	0.30807748436927795	0.22013331949710846	0.48434534668922424
6392 58	CFA	0.678807258605957	0.6472155451774597	0.6672686338424683	0.6498084664344788	0.6824318766593933	0.6244601011276245	0.5317246913909912	0.5298781394958496	0.6062818169593811	0.670810878276825	0.8115448355674744	0.6855409145355225	0.6277740001678467	0.5465244054794312	0.5723686814308167	0.6039168238639832	0.5111498832702637	0.6221003532409668	0.572263777256012
6392 59	CFA	0.5354979038238525	0.6083064675331116	0.6041141152381897	0.6653486490249634	0.6723302602767944	0.6069481372833252	0.5698249936103821	0.5747261047363281	0.6058655977249146	0.6307951807975769	0.7025582790374756	0.6621084213256836	0.5198037028312683	0.5275123119354248	0.5177144408226013	0.5638602375984192	0.6004283428192139	0.6697807312011719	0.5850447416305542
6392 60	CFA	0.4194583296775818	0.5514679551124573	0.0719962939620018	0.09003657102584839	0.6585683226585388	0.45126670598983765	0.4807341694831848	0.5684928297996521	0.38572052121162415	0.2871192991733551	0.5235233902931213	0.5756407380104065	0.6048644185066223	0.6256349086761475	0.563593864440918			0.29060229659080505	0.6953903436660767
6392 61	CFA	0.5768476724624634	0.5277425050735474	0.19566479325294495	0.17965899407863617	0.7257132530212402	0.7213805317878723	0.4817432463169098	0.5018642544746399	0.5175273418426514	0.6462422013282776	0.7068588137626648	0.4205589294433594	0.47490358352661133	0.5946955680847168	0.45883750915527344	0.4733617901802063	0.36544016003608704	0.36963120102882385	0.6692788004875183
6392 62	CFA	0.18859180808067322	0.5716428160667419	0.6342284679412842	0.6853575706481934	0.6376067996025085	0.6159486174583435	0.3141281306743622	0.5399294495582581	0.7354968786239624	0.5332882404327393	0.5092458128929138	0.5700973272323608	0.5965276956558228	0.41339001059532166	0.35943087935447693	0.5059590935707092	0.4679720997810364	0.44596171379089355	0.5897506475448608
6392 63	CFA	0.40660080313682556	0.5542678833007812	0.6865085959434509	0.6528119444847107	0.6335448026657104	0.7344857454299927	0.6634084582328796	0.7478188276290894	0.5837787389755249	0.6084709763526917	0.6082263588905334	0.6630882620811462	0.7488993406295776	0.7244654893875122	0.5970028638839722	0.6006556749343872			0.5650699138641357
6392 64	CFA	0.684183657169342	0.6960504055023193	0.7591020464897156	0.7129335999488831	0.7467988133430481	0.7074534296989441	0.7175792455673218	0.7518365979194641	0.20457172393798828	0.21219883859157562	0.7497235536575317	0.7347232699394226	0.7097459435462952	0.5727669596672058	0.4983829855918884	0.7114614248275757	0.6971560716629028	0.75948166847229	0.7062514424324036
6392 65	CFA		0.512767493724823	0.6602068543434143	0.7536989450454712	0.7392035722732544	0.6883935332298279	0.6690875887870789	0.6579268574714661	0.42893123626708984	0.6199009418487549	0.5997705459594727	0.6546155214309692	0.5463841557502747	0.6854674220085144			0.45687335729599	0.5583933591842651	0.6381860971450806
6392 66	CFA	0.3230789601802826	0.34324848651885986	0.16437654197216034	0.5283644795417786	0.626193106174469	0.5788190960884094	0.26793476939201355	0.3476642966270447	0.6322647333145142	0.43491867184638977	0.7540744543075562	0.6502782702445984	0.5450299978256226	0.4928089678287506	0.6815844774246216	0.4446669816970825	0.28894901275634766	0.1605968028306961	0.5802933573722839
6392 67	CFA	0.6315751671791077	0.6873347759246826	0.6351473927497864	0.6561468243598938	0.586497962474823	0.6762769222259521	0.7461627125740051	0.6527568101882935	0.7808037400245667	0.6604364514350891	0.5928037762641907	0.6493420004844666	0.6021595597267151	0.6446921825408936	0.6458147764205933	0.582626461982727	0.6988181471824646	0.5937211513519287	0.6325405836105347
6392 68	CFA	0.5262014269828796	0.7703853845596313	0.6005297303199768	0.6984575986862183	0.6772815585136414	0.6786137223243713	0.5554897785186768	0.6829469203948975	0.5966806411743164	0.6490030288696289			0.6984332203865051	0.54176926612854	0.556682825088501	0.4975743591785431	0.728527843952179	0.5039262175559998	0.5420718789100647
6392 69	CFA	0.7182784080505371	0.5335642695426941	0.548088788986206	0.6382667422294617	0.7311288118362427	0.05671267211437225	0.14591561257839203	0.6500203013420105	0.6539325714111328	0.6068546175956726	0.4919629395008087	0.53816157579422	0.48252734541893005	0.5444233417510986	0.4207836985588074	0.24869008362293243	0.4553637206554413	0.3573044240474701	0.4488162398338318
6392 70	CFA	0.5480988025665283	0.5805057883262634	0.61024010181427	0.6668905019760132	0.6232534050941467	0.7717579007148743	0.6798306703567505	0.5378022789955139	0.6310560703277588	0.4462604224681854	0.2825055420398712	0.546909749507904	0.49866271018981934	0.718423068523407	0.479585200548172			0.5171620845794678	0.3789827227592468
6392 71	CFA	0.5420336723327637	0.6407176852226257	0.627005934715271	0.4028579592704773	0.8071433305740356	0.3515920639038086	0.4266335368156433	0.6012443900108337	0.6094141006469727	0.5474995374679565	0.5218346118927002	0.40320920944213867	0.052066508680582047	0.08234860748052597	0.6064730882644653	0.48234742879867554	0.5394611358642578	0.47846707701683044	0.3538782000541687
6392 72	CFA	0.6465473175048828	0.5147145390510559	0.5233983397483826			0.4461318850517273	0.4107084274291992	0.5688195824623108	0.4822726547718048	0.5648351311683655	0.5533232688903809	0.6018320918083191	0.5241348147392273	0.5574124455451965	0.40860477089881897	0.4957965016365051	0.4947764277458191	0.5969770550727844	0.550432026386261
6392 73	CFA	0.6626595854759216	0.670783519744873	0.5906224250793457	0.7178072929382324	0.7098490595817566	0.6862708330154419	0.528338611125946	0.32480520009994507	0.3713766634464264	0.6320683360099792	0.6586267948150635			0.611581563949585	0.6600107550621033	0.6261744499206543	0.5952460169792175	0.6913432478904724	0.5618830919265747
6392 74	CFA	0.38636165857315063	0.3058772683143616	0.3124215304851532	0.347307950258255	0.6256649494171143	0.647260308265686			0.5588424801826477			0.5958610773086548	0.7077271938323975	0.7184262275695801	0.8139506578445435	0.6393792629241943	0.6207211017608643	0.677509069442749	0.6252809762954712
6392 75	CFA	0.48825308680534363	0.5385417342185974	0.8232410550117493	0.7882564663887024	0.6969837546348572	0.7317103743553162	0.7410234212875366	0.6790371537208557	0.738641619682312	0.7493380308151245	0.6549545526504517	0.5861426591873169	0.7355940937995911	0.7837026715278625	0.6077422499656677	0.7889336943626404	0.7343277931213379	0.6746655106544495	0.736036479473114
6392 76	CFA	0.7466332912445068	0.6532620191574097	0.6210199594497681	0.6727373003959656	0.577364981174469	0.5092028379440308	0.6648948788642883	0.7007854580879211	0.7249038815498352	0.6559724807739258	0.6244751214981079	0.5433666110038757	0.6100553870201111	0.669043779373169	0.6669639348983765	0.6184275150299072	0.575557291507721	0.5510653257369995	0.5650267004966736
6392 77	CFA	0.5547367334365845	0.6389589905738831	0.6322625875473022	0.6278000473976135	0.5471444725990295	0.5680674910545349	0.5646898746490479	0.6108320951461792	0.6702648401260376	0.5254018902778625	0.6607543230056763	0.6483720541000366	0.7077271938323975	0.6139259934425354	0.750832736492157	0.5970471501350403	0.8353003859519958	0.8014094233512878	0.7586832046508789
6392 78	CFA	0.7044956684112549			0.4093712568283081	0.16777028143405914	0.10532015562057495	0.3564659059047699	0.5850391983985901			0.6018321514129639	0.5816485285758972	0.6972481608390808	0.7439343929290771	0.6508894562721252	0.6963784098625183	0.6593778133392334	0.6527391672134399	0.6501338481903076
6392 79	CFA	0.52503502368927	0.4965434968471527	0.40713343024253845	0.3883556127548218	0.5343525409698486	0.6426314115524292	0.3979940712451935	0.4954226016998291	0.3866330683231354			0.24782100319862366	0.23067395389080048	0.6368589401245117	0.6493808627128601	0.526479959487915	0.6298277974128723	0.4218323826789856	0.5922114849090576
6392 80	CFA	0.24512113630771637	0.258120596408844	0.6281082630157471	0.5525450110435486	0.5459477305412292	0.5039886236190796	0.4257691502571106	0.140604630112648	0.28614693880081177	0.28109315037727356	0.39124423265457153	0.46901407837867737	0.6522849202156067	0.5152995586395264	0.5454581379890442	0.37759026885032654	0.19385316967964172	0.22725935280323029	0.2008701115846634
6392 81	CFA	0.6461242437362671	0.664956271648407	0.649787962436676	0.7418609857559204	0.6636437773704529	0.6461697220802307	0.6517788767814636	0.6377718448638916	0.7007122039794922	0.6942809820175171	0.7404437065124512	0.6645602583885193	0.6017535328865051	0.6741207242012024	0.6017040610313416	0.6351025104522705	0.6098485589027405	0.6193161606788635	0.6017338037490845
6392 82	CFA	0.6230127811431885	0.5274015665054321	0.6142914891242981	0.6594723463058472	0.5823458433151245	0.6039679050445557	0.6375439167022705	0.7064686417579651	0.6609930396080017	0.5409460067749023	0.6330243945121765	0.6971165537834167	0.7068063020706177	0.7082781791687012	0.6821851134300232	0.7595016956329346	0.7090417742729187	0.6962156295776367	0.761737048625946
6392 84	CFA	0.5945815443992615	0.20737163722515106	0.4938424229621887	0.4548843204975128	0.387493371963501	0.26140841841697693	0.3684605360031128	0.3147662878036499	0.23959925770759583	0.4684807360172272	0.4752403795719147	0.4366946518421173	0.43463701009750366	0.4702453017234802	0.4401685893535614	0.6069909930229187	0.6926760077476501	0.6399918794631958	0.6356989145278931
6392 85	CFA	0.4175820052623749	0.32635095715522766	0.35974356532096863	0.7428539395332336	0.6620748043060303	0.6585116982460022	0.5565834641456604	0.41984203457832336	0.7089685797691345	0.6242556571960449	0.7218946218490601	0.6626788973808289	0.7326678037643433	0.4581772983074188	0.383239209651947	0.6294355988502502	0.556682825088501	0.54176926612854	0.6984332203865051
